Systematic || Standard	cbf1_dmet6_t0	cbf1_dmet6_t2.5	cbf1_dmet6_t5	cbf1_dmet6_t15	cbf1_dmet6_t30	cbf1_dmet6_t45	cbf1_dmet6_t60	cbf1_dmet6_t90	met31_dmet6_t0	met31_dmet6_t2.5	met31_dmet6_t5	met31_dmet6_t15	met31_dmet6_t30	met31_dmet6_t45	met31_dmet6_t60	met31_dmet6_t90	met32_dmet6_t0	met32_dmet6_t2.5	met32_dmet6_t5	met32_dmet6_t15	met32_dmet6_t30	met32_dmet6_t45	met32_dmet6_t60	met32_dmet6_t90	met28_dmet6_t0	met28_dmet6_t2.5	met28_dmet6_t5	met28_dmet6_t15	met28_dmet6_t30	met28_dmet6_t45	met28_dmet6_t60	met28_dmet6_t90	met4_dmet6_t0	met4_dmet6_t2.5	met4_dmet6_t5	met4_dmet6_t15	met4_dmet6_t30	met4_dmet6_t45	met4_dmet6_t60	met4_dmet6_t90	wt_dmet6_t0	wt_dmet6_t2.5	wt_dmet6_t5	wt_dmet6_t15	wt_dmet6_t30	wt_dmet6_t45	wt_dmet6_t60	wt_dmet6_t90
YBR145W || ADH5	0	-0.168625	-0.246826	-0.27385	-0.343893	-0.379882	-0.241433	-0.215365	0	-0.228478	-0.093645	-0.237413	-0.201099	-0.227404	-0.277848	-0.406297	0	0.187582	0.033526	0.363183	-0.277922	-0.293956	-0.289675	-0.235818	0	-0.032905	-0.140863	-0.083046	-0.000193	-0.111272	-0.16472	-0.165693	0	0.050491	-0.058327	-0.136421	-0.363677	-0.646359	-0.846438	-0.561302	0	0	0	0	0	0	0	0
YAR035W || YAT1	0	-0.231478	-0.22299	-0.369492	-0.302232	-0.149492	-0.112791	-0.303925	0	-0.144836	-0.173398	-0.316706	-0.205747	-0.105433	-0.117286	-0.127543	0	0.109039	0.020772	-0.188233	-0.288287	-0.269639	-0.334824	-0.305934	0	0.008201	-0.011287	-0.245444	-0.168277	-0.26174	-0.287701	-0.403568	0	0.003879	-0.18811	-0.244736	-0.426598	-0.393623	-0.507758	-0.471519	0	0	0	0	0	0	0	0
YPR011C || YPR011C	0	-0.067603	0.00403	-0.077202	-0.172748	-0.262046	-0.148076	-0.222926	0	-0.169498	-0.128104	-0.218531	-0.31993	-0.222728	-0.285439	-0.264779	0	0.10354	0.020278	-0.003183	-0.174913	-0.055029	-0.058285	-0.087778	0	0.035193	-0.082351	-0.087657	-0.143	-0.254152	-0.346238	-0.365367	0	0.021258	-0.128099	-0.183964	-0.369077	-0.395286	-0.541861	-0.564128	0	0	0	0	0	0	0	0
YNL240C || NAR1	0	-0.06988	-0.156804	-0.064762	-0.031833	-0.260528	-0.381183	-0.365202	0	0.00437	-0.08573	-0.144214	-0.066325	-0.092538	-0.190479	-0.36182	0	0.132607	0.020609	0.084739	-0.050612	-0.113176	-0.315271	-0.473828	0	0.138332	0.053978	0.109974	0.019513	-0.015753	-0.055328	-0.216584	0	-0.049678	-0.282857	-0.156498	-0.185628	-0.357732	-0.538699	-0.606119	0	0	0	0	0	0	0	0
YIL011W || TIR3	0	0.061361	0.125139	-0.14112	-0.088334	-0.140227	-0.282037	-0.298066	0	0.032558	0.043524	-0.03951	-0.175707	-0.156972	-0.230915	-0.486121	0	0.279475	0.284706	0.178871	-0.019906	0.09478	0.144788	-0.045206	0	0.103033	0.156397	-0.063387	-0.132911	-0.218858	-0.376892	-0.34789	0	-0.075264	-0.260245	-0.304244	-0.836046	-0.863575	-0.856803	-0.718573	0	0	0	0	0	0	0	0
YNL173C || MDG1	0	-0.11853	-0.058094	-0.192067	-0.078951	-0.245178	-0.062482	-0.396621	0	0.023457	0.090686	-0.087187	-0.263627	-0.164868	-0.1643	-0.302884	0	0.3049	0.104937	0.497767	0.028758	0.136355	0.161577	0.114875	0	0.18837	0.273782	0.24082	0.137182	-0.243857	-0.136577	-0.138071	0	-0.229069	-0.309965	-0.248204	-0.418637	-0.691381	-0.666216	-0.369299	0	0	0	0	0	0	0	0
YAL013W || DEP1	0	-0.073783	-0.028182	0.177233	0.460546	0.218513	-0.116263	-0.017477	0	0.187486	0.060263	-0.085647	-0.272646	-0.266544	-0.278157	-0.506353	0	0.262241	0.092137	0.070647	0.234505	0.338659	0.161198	0.087076	0	0.263608	0.110436	0.05117	-0.029056	-0.230372	-0.33282	-0.506039	0	-0.185105	-0.313145	-0.306136	-0.453987	-0.607811	-0.677522	-0.447671	0	0	0	0	0	0	0	0
YKL113C || RAD27	0	-0.222921	-0.163893	-0.196866	0.00299	0.070119	0.05071	-0.335841	0	-0.199216	-0.116843	-0.172657	-0.16825	-0.213073	0.012326	-0.161828	0	0.080442	-0.083475	-0.009081	0.085176	0.187517	0.299364	0.215599	0	-0.113814	-0.200611	-0.057291	-0.068054	-0.226268	-0.191601	-0.277275	0	-0.075645	-0.137084	-0.123867	-0.25677	-0.395545	-0.627509	-0.486377	0	0	0	0	0	0	0	0
YLR438W || CAR2	0	-0.204933	-0.125721	-0.06341	-0.013674	-0.073002	-0.096703	-0.564439	0	0.006652	-0.233831	-0.329507	-0.24156	-0.159248	-0.092144	-0.188686	0	0.199206	-0.064169	0.031354	-0.120755	0.067827	0.064202	0.078725	0	0.148108	-0.095858	0.008387	0.087337	-0.092558	-0.140924	-0.221596	0	-0.109108	-0.26504	-0.211116	-0.349442	-0.574366	-0.58344	-0.357739	0	0	0	0	0	0	0	0
YGR101W || PCP1	0	-0.171293	-0.118995	-0.069612	-0.138849	-0.050066	0.053013	-0.080352	0	-0.150102	-0.104435	-0.213263	-0.202579	-0.175953	-0.131308	-0.203515	0	0.211913	0.047211	0.043471	-0.032144	0.049861	0.008858	0.129376	0	0.026977	0.028221	-0.08971	0.0172	0.067349	-0.010615	-0.07837	0	-0.177277	-0.217674	-0.236386	-0.267817	-0.33328	-0.380891	-0.40697	0	0	0	0	0	0	0	0
YDR082W || STN1	0	-0.08764	0.007515	0.044856	0.008957	0.035216	0.13586	-0.046549	0	-0.07286	-0.059059	-0.014458	-0.011302	-0.023168	-0.106337	-0.196342	0	0.158145	0.185481	0.107203	0.234377	0.125591	0.077371	0.028123	0	-0.18921	-0.15627	-0.014822	-0.015414	0.083418	-0.02409	-0.00987	0	0.048812	0.01809	0.153363	0.001204	0.024557	-1.212578	-0.346718	0	0	0	0	0	0	0	0
YOR084W || LPX1	0	-0.164692	0.019146	-0.129513	-0.119347	0.073568	0.151105	0.051663	0	-0.217133	-0.15536	-0.19916	-0.122074	-0.112467	0.053429	0.26141	0	-0.105408	-0.040825	0.063024	0.402901	0.416247	-0.198552	-0.174533	0	0.03064	0.124257	-0.126528	0.118211	0.273801	0.533563	0.172257	0	0.039935	0.034546	0.350464	0.200393	-0.186313	-0.606477	-0.61147	0	0	0	0	0	0	0	0
YMR006C || PLB2	0	0.053917	0.081411	0.045706	0.000687	0.238068	0.263414	0.308355	0	0.011806	-0.115243	-0.191027	-0.126652	-0.191694	-0.202027	-0.201921	0	0.063616	0.135722	0.087376	-0.005106	-0.153513	-0.128281	-0.181954	0	0.000192	-0.089715	0.098671	-0.033379	-0.206566	-0.21371	-0.122223	0	-0.068652	-0.028044	-0.097206	-0.272886	-0.308857	-0.430657	-0.241579	0	0	0	0	0	0	0	0
YPL095C || EEB1	0	-0.029158	0.139499	0.109314	0.043633	0.070107	0.200218	0.227143	0	-0.035032	0.105748	-0.13463	-0.428441	-0.375564	-0.415812	-0.594005	0	0.058842	0.075959	0.035465	-0.086808	-0.170712	-0.210107	-0.341069	0	-0.090004	-0.128275	-0.126825	-0.145741	-0.111989	-0.151543	-0.14678	0	0.010301	0.196723	0.036355	-0.109144	-0.194603	-0.377376	-0.217047	0	0	0	0	0	0	0	0
YOR107W || RGS2	0	0.058682	0.216153	0.550287	0.611735	0.295753	0.193673	-0.322073	0	-0.040409	0.061459	0.13055	-0.075585	-0.313202	-0.384152	-0.652326	0	0.058191	0.06843	0.205476	-0.009999	-0.1298	-0.155136	-0.162879	0	0.005726	0.116603	0.249718	0.076867	-0.222674	0.003763	-0.181826	0	0.046919	-0.00096	0.113446	-0.212818	-0.485846	-0.655653	-0.59431	0	0	0	0	0	0	0	0
YMR181C || YMR181C	0	0.022543	0.222976	0.209453	0.171033	0.082133	0.164958	-0.183712	0	0.081375	0.001317	-0.044227	-0.044699	-0.186639	-0.155482	-0.170358	0	0.018173	-0.009575	0.304515	-0.136162	-0.136187	0.00623	0.041087	0	-0.085494	-0.037554	0.128103	0.085043	-0.064617	-0.100346	0.02138	0	-0.095695	-0.137974	-0.00412	-0.045966	-0.12971	-0.21332	-0.307131	0	0	0	0	0	0	0	0
YGR088W || CTT1	0	0.154713	0.31089	0.26935	0.273134	-0.071096	-0.300988	-0.149529	0	0.066463	-0.078515	-0.057177	-0.156721	-0.10409	-0.386558	-0.281245	0	0.023669	0.190796	0.070722	0.242223	0.055774	-0.042771	-0.125119	0	0.14878	0.148819	-0.000958	-0.100546	-0.293866	-0.169788	-0.158563	0	0.179552	0.466666	0.321004	-0.297694	-0.740028	-0.56805	-0.147485	0	0	0	0	0	0	0	0
YML081C-A || ATP18	0	0.120548	0.039641	-0.027327	-0.128267	-0.06311	-0.132807	-0.030243	0	0.060803	-0.031668	0.024326	-0.073534	-0.147587	-0.185809	-0.111194	0	-0.169505	-0.021321	-0.163617	-0.169552	-0.207825	-0.19213	-0.143292	0	-0.000395	0.090091	-0.033225	0.042996	-0.954584	0.194869	0.214436	0	0.016903	0.106162	0.191618	-0.090485	-0.136967	-0.262336	-0.266119	0	0	0	0	0	0	0	0
YBL032W || HEK2	0	0.307892	0.016887	0.030887	0.05073	-0.073854	-0.136325	-0.023923	0	0.071805	-0.037813	-0.063116	-0.121589	-0.058576	-0.157535	-0.120074	0	-0.046628	-0.06337	-0.028566	0.159729	-0.044037	-0.081299	-0.053181	0	-0.017539	-0.102973	0.0262	0.004116	-0.06845	0.009806	0.040371	0	-0.001072	-0.11026	0.078858	0.069606	0.105788	-0.008041	-0.023129	0	0	0	0	0	0	0	0
YGL089C || MF(ALPHA)2	0	-0.227184	-0.3836	-0.173821	-0.008414	0.221061	0.278649	-0.35181	0	-0.019675	-0.073253	0.415776	1.19442	1.438202	1.565099	1.683605	0	0.182989	0.134866	-0.260483	0.441166	0.391577	0.191773	-0.489087	0	-0.141393	-0.383454	-0.268844	-0.045959	-0.004917	-0.06953	-0.522773	0	-0.024997	-0.075437	-0.081663	-0.00202	0.10208	0.199515	0.337312	0	0	0	0	0	0	0	0
YJR004C || SAG1	0	-0.137638	-0.068097	-0.076043	-0.090132	0.060542	-0.08669	-0.471101	0	0.09013	-0.118343	0.322296	0.836513	0.982951	1.19471	1.441151	0	-0.090655	-0.137261	0.200269	-0.068357	-0.173638	-0.143943	-0.207601	0	-0.211641	-0.316087	-0.241802	-0.087752	0.003824	-0.115238	-0.190681	0	0.014498	-0.03087	-0.084972	-0.209509	-0.227483	-0.274612	-0.178453	0	0	0	0	0	0	0	0
YKL178C || STE3	0	-0.065375	0.031465	0.126641	0.139972	0.175607	0.058153	-0.12952	0	-0.233514	-0.057544	0.256179	0.262256	0.321491	0.472432	0.516645	0	0.060151	0.055637	0.233474	0.100762	0.051472	0.009256	0.020188	0	-0.005261	0.006856	0.080599	0.146048	0.164692	0.12953	0.083666	0	0.084552	0.059729	0.071812	-0.216971	-0.297527	-0.492456	-0.381932	0	0	0	0	0	0	0	0
YPL187W || MF(ALPHA)1	0	0.09365	0.103379	0.1736	0.335296	0.187279	-0.295159	-0.122147	0	-0.002734	0.131426	0.634313	1.047502	1.330542	1.601296	1.921283	0	-0.393063	-0.253758	0.024365	0.014363	-0.109416	-0.095713	-0.323676	0	-0.060511	0.096329	0.003565	0.318258	0.594288	0.715502	0.527992	0	0.162157	0.173345	0.256601	0.034172	-0.289143	-0.488608	-0.366555	0	0	0	0	0	0	0	0
YMR173W || DDR48	0	0.018559	0.030955	0.061474	0.06571	-0.0108	-0.123827	-0.169983	0	0.017646	0.074518	0.037891	1.256985	1.413431	1.243084	1.388022	0	-0.536084	-0.116114	0.152387	1.14766	0.992004	0.924214	0.597904	0	-0.004598	0.274288	0.040665	0.686471	0.740508	0.621761	0.300004	0	0.001472	0.00095	0.048371	0.049145	-0.009782	-0.067714	-0.049879	0	0	0	0	0	0	0	0
YPL156C || PRM4	0	0.065932	0.135308	0.101516	-0.143827	-0.450872	-0.457954	-0.299756	0	0.041445	0.207821	0.707003	0.911244	1.019571	1.09634	1.173767	0	-0.158863	0.030191	0.1041	0.040198	0.062923	0.137794	0.195622	0	-0.147446	-0.014613	-0.068924	-0.132227	-0.133049	-0.307848	-0.24277	0	0.201889	0.20997	0.339056	-0.048137	-0.491008	-0.821067	-1.102139	0	0	0	0	0	0	0	0
YKR093W || PTR2	0	0.14926	0.060688	-0.390338	-0.379825	-0.543827	-0.671975	-0.278739	0	0.42378	0.412349	1.238733	1.175705	1.209761	1.087726	1.205906	0	-0.000265	-0.045711	-0.049361	-0.003323	-0.109529	-0.140487	0.032822	0	0.087178	0.111221	-0.339897	-0.38148	-0.543278	-0.812392	-0.614015	0	0.051024	0.086619	-0.412242	-0.691516	-0.794196	-0.860548	-0.669279	0	0	0	0	0	0	0	0
YPL038W || MET31	0	-0.288613	-0.17956	-0.366633	-1.649678	-2.057042	-1.899903	-1.881243	0	3.071968	5.872596	7.057568	7.349096	7.255943	7.118145	7.129093	0	0.01332	-0.113102	0.163238	0.061496	0.247965	0.31648	0.319465	0	-0.246916	-0.356791	-0.604977	-1.483121	-1.579409	-1.614879	-1.633057	0	-0.028521	0.001423	-0.173873	-0.040605	-0.089874	-0.130072	-0.361364	0	0	0	0	0	0	0	0
YNL012W || SPO1	0	-0.183575	-0.168583	-0.098479	-0.075929	-0.072042	0.106546	0.131925	0	0.35137	0.501978	0.411803	0.463092	0.457281	0.551451	0.58389	0	0.058993	-0.050488	-0.293998	-0.086379	0.001407	0.030292	0.036508	0	0.04318	-0.159572	0.017408	-0.059365	-0.10293	-0.319024	-0.126399	0	0.055649	0.083228	-0.180686	-0.156831	-0.110677	-0.113763	0.044487	0	0	0	0	0	0	0	0
YPR002W || PDH1	0	0.043607	-0.029933	0.03329	-0.164251	-0.214521	-0.381615	-0.088329	0	0.411872	0.502165	0.567945	0.538997	0.282334	0.552092	0.535503	0	-0.089445	0.057971	-0.195958	-0.06318	-0.187363	0.008447	0.123522	0	0.109887	0.01882	0.031514	-0.180161	-0.408609	-0.571769	-0.489544	0	0.04292	0.169003	-0.112771	-0.210062	-0.278957	-0.112047	0.418007	0	0	0	0	0	0	0	0
YPL017C || IRC15	0	-0.124238	0.116133	-0.001177	0.10673	-0.023184	0.114392	0.188804	0	0.510098	0.531566	0.425229	0.415804	0.29881	0.293438	-0.045452	0	0.18008	0.150244	-0.064112	0.322328	0.294544	0.24543	0.106621	0	0.217244	0.172136	0.035545	-0.209037	-0.261382	-0.186883	-0.131149	0	-0.091611	-0.11622	-0.154778	-0.086561	-0.305073	-0.652409	-0.720605	0	0	0	0	0	0	0	0
YAL040C || CLN3	0	0.175937	0.354119	0.530051	0.387199	0.129214	-0.490331	-0.254568	0	0.475084	0.46628	0.875413	0.750298	0.660365	0.63243	0.558821	0	0.016819	0.122783	0.584677	0.500701	0.383139	0.377944	0.555271	0	0.258874	0.253646	0.402983	0.421807	0.167555	0.210146	0.112586	0	0.005662	0.007487	0.018153	-0.129266	-0.265844	-0.338047	-0.409088	0	0	0	0	0	0	0	0
YBR107C || IML3	0	0.1237	0.233086	0.213424	0.251175	0.084106	0.140117	0.145797	0	0.151639	0.29724	0.285825	0.256088	0.225554	0.147858	0.084282	0	0.084863	0.164638	0.431117	0.153046	0.196998	0.242828	0.11852	0	0.043428	0.104304	0.141282	0.1666	0.035254	-0.015144	0.043153	0	0.026477	0.04523	-0.009284	-0.086596	-0.19184	-0.180917	-0.286568	0	0	0	0	0	0	0	0
YAR068W || YAR068W	0	-0.012465	0.154919	-0.027864	0.093988	0.104258	-0.133418	-0.419653	0	0.408181	0.036969	0.004273	-0.030329	-0.185358	-0.229174	-0.394252	0	-0.003453	0.111914	0.144575	0.279285	0.331033	0.371438	0.479761	0	0.120127	0.101793	0.057754	0.098521	-0.260078	-0.236632	-0.388293	0	-0.024995	0.102798	-0.008353	-0.214312	-0.293794	-0.277354	0.121115	0	0	0	0	0	0	0	0
YHR214W-A || YHR214W-A	0	0.073503	0.26792	-0.014214	0.110029	0.088596	-0.261556	-0.464807	0	0.434313	0.155582	0.071473	-0.019807	-0.136929	-0.160412	-0.374303	0	0.059372	0.165619	0.137089	0.227903	0.351489	0.383257	0.39275	0	0.188752	0.178681	0.103561	0.052695	-0.331419	-0.324301	-0.558595	0	-0.022297	0.109646	-0.010629	-0.261457	-0.277135	-0.245805	0.157306	0	0	0	0	0	0	0	0
YKL035W || UGP1	0	0.092095	0.265048	0.069168	0.033604	-0.149314	-0.204822	-0.362126	0	0.286099	0.272789	0.187062	0.129385	0.140347	0.121584	-0.174094	0	0.15796	0.12062	0.048318	0.154269	0.186168	0.2206	0.111353	0	0.064269	0.100968	0.14121	-0.034632	-0.066888	-0.09097	-0.147332	0	0.032466	0.035435	0.09076	0.105121	-0.092539	-0.172629	-0.072764	0	0	0	0	0	0	0	0
YGR180C || RNR4	0	0.249916	0.358193	0.134382	0.14386	-0.137717	-0.185069	-0.37969	0	0.157159	0.124559	0.187783	0.09423	0.265278	0.202314	0.475702	0	0.101011	0.305679	-0.266939	0.138091	0.068621	0.134062	0.063579	0	0.187344	0.254908	0.266025	0.006909	-0.718819	-0.531318	-0.603235	0	-0.026971	0.001682	0.054532	-0.291538	-0.398233	-0.358217	0.062383	0	0	0	0	0	0	0	0
YJR078W || BNA2	0	0.088282	0.150892	0.191676	0.233226	0.071666	-0.013417	-0.247313	0	0.179218	0.016063	0.081597	0.128398	0.294461	0.203289	0.437648	0	0.001945	0.034315	0.110516	0.160393	0.17115	0.302699	0.163463	0	0.215762	0.190091	0.210149	-0.055774	-0.353036	-0.304973	-0.511842	0	-0.001508	-0.024464	0.099707	-0.053757	-0.002271	-0.058777	0.056519	0	0	0	0	0	0	0	0
YML100W || TSL1	0	-0.000936	0.417131	0.249293	0.167429	0.032143	0.123872	-0.163645	0	0.217919	0.352273	0.214509	0.231525	0.217615	0.194918	0.102671	0	-0.033955	0.109943	-0.032962	0.054082	0.178634	0.161349	0.173537	0	0.028349	0.330417	0.219194	0.048595	-0.120195	-0.126258	-0.093755	0	-0.024377	0.13421	0.178252	0.210437	0.019983	0.09566	0.128854	0	0	0	0	0	0	0	0
YMR297W || PRC1	0	-0.134912	-0.14214	0.040058	-0.091171	-0.310367	-0.120479	-0.255971	0	0.000439	0.280925	0.359774	0.218862	0.100876	0.238375	0.153854	0	0.281671	0.127965	-0.046579	0.120376	0.233023	0.235854	0.350751	0	0.046919	-0.067257	0.088005	-0.054144	-0.206435	-0.116113	-0.360779	0	-0.006669	-0.12574	0.025346	0.075942	0.036604	-0.039238	-0.01681	0	0	0	0	0	0	0	0
YLR178C || TFS1	0	0.18765	0.268304	0.384952	0.251262	-0.275025	-0.603346	-0.910734	0	-0.037646	0.026807	0.109518	0.160158	0.143291	0.148392	0.144932	0	-0.022869	-0.007547	-0.101571	0.04186	-0.021906	-0.185334	-0.288885	0	0.08899	0.150376	0.207245	-0.017137	-0.058077	-0.095453	-0.276359	0	0.014592	0.016544	0.201459	0.406821	0.272066	0.046656	-0.523814	0	0	0	0	0	0	0	0
YOL086C || ADH1	0	0.000627	0.072988	0.186431	0.125973	-0.555611	-0.702847	-0.767522	0	0.055549	0.084837	0.336712	0.008489	-0.259386	-0.33629	-0.382616	0	0.129958	0.311961	0.792249	0.715742	0.487058	0.286614	0.088279	0	0.182379	0.297758	0.206841	0.012675	-0.503774	-0.770696	-0.909478	0	-0.082478	-0.182381	0.381583	0.045106	0.09209	-0.275292	-0.543011	0	0	0	0	0	0	0	0
YOL153C || YOL153C	0	0.098057	0.325749	0.030084	0.008023	-0.28501	-0.413867	-0.593329	0	0.037238	0.079928	0.026555	-0.001012	0.036193	-0.120391	-0.420989	0	0.092663	0.060371	0.11121	0.149698	0.102435	0.049554	-0.03292	0	0.130426	0.266347	-0.008195	-0.055291	-0.066465	-0.236258	-0.360769	0	-0.006017	-0.091565	-0.013141	0.279152	0.148898	-0.077515	-0.452258	0	0	0	0	0	0	0	0
YML128C || MSC1	0	0.211702	0.207198	0.21586	0.169233	-0.236406	-0.608709	-0.69305	0	0.060071	0.019889	-0.067993	-0.099279	-0.170555	-0.303169	-0.384443	0	0.081414	0.137182	-0.019372	0.213589	0.162872	0.075614	-0.000759	0	0.196708	0.326819	0.187345	0.113218	-0.069561	-0.124807	-0.180081	0	0.028801	0.032084	0.105598	0.272117	0.090821	-0.114325	-0.591985	0	0	0	0	0	0	0	0
YHL024W || RIM4	0	0.266975	0.657326	0.043144	-0.058549	-0.404519	-0.834685	-0.831813	0	0.432338	0.472663	0.318314	0.003258	0.004966	0.004365	0.000189	0	0.021067	0.035121	0.014069	-0.006307	-0.005357	-0.006929	-0.00909	0	0.336763	0.559825	0.001128	-0.308007	-0.626031	-0.702761	-1.12369	0	0.005544	0.019822	0.005088	-0.033009	-0.027333	-0.032341	-0.024617	0	0	0	0	0	0	0	0
YIL092W || YIL092W	0	-0.091711	-0.040465	0.10724	-0.18269	-0.700236	-1.388096	-1.863829	0	0.013223	0.037097	0.013101	0.019948	-0.129219	-0.238129	-0.541978	0	-0.045022	-0.020567	-0.004535	0.095161	0.122609	0.010664	-0.081599	0	-0.000326	0.045361	-0.321331	-0.686575	-0.875275	-1.206201	-1.469092	0	0.030676	0.118949	-0.183207	-0.438093	-0.487144	-0.296341	-0.271518	0	0	0	0	0	0	0	0
YFL024C || EPL1	0	0.140194	0.167903	-0.048305	-0.26064	-0.389888	-0.663682	-0.79889	0	-0.126523	-0.173663	-0.142273	-0.057486	-0.20058	-0.096153	-0.147778	0	-0.177857	-0.071761	-0.494049	-0.037253	-0.058138	-0.14832	-0.026719	0	-0.01498	-0.140623	-0.247811	-0.20567	-0.171283	-0.180351	-0.318813	0	0.024733	0.070073	-0.143889	0.065422	0.080015	0.211188	0.086329	0	0	0	0	0	0	0	0
YJL012C || VTC4	0	0.052775	0.112009	0.120155	-0.10896	-0.404666	-0.680504	-0.901932	0	0.064601	0.001437	-0.022896	0.005276	0.011767	-0.002206	0.070034	0	-0.01707	0.022368	-0.023962	0.06041	-0.015229	0.033667	0.01385	0	0.069063	-0.005174	0.130867	0.095583	-0.048202	-0.000806	-0.123821	0	-0.020582	-0.054302	-0.029678	-0.021636	0.062572	0.112325	0.229141	0	0	0	0	0	0	0	0
YJL117W || PHO86	0	0.028281	0.050885	-0.069554	-0.327592	-0.510128	-0.672719	-0.672005	0	-0.120133	-0.052278	0.000556	-0.037672	-0.014382	-0.010084	0.136054	0	-0.060624	-0.059202	-0.060173	0.009819	-0.002915	0.015383	0.015073	0	0.003371	0.028827	-0.028809	0.055391	0.075574	0.105948	0.043916	0	0.029574	0.029184	-0.067869	0.055218	0.119892	0.191341	0.177146	0	0	0	0	0	0	0	0
YPL019C || VTC3	0	-0.010652	0.113258	0.040589	-0.404259	-0.791974	-1.071001	-1.236664	0	0.050083	0.103401	0.142037	0.045431	0.05059	0.011955	0.064693	0	-0.046539	0.018117	0.076045	0.018135	-0.043201	-0.026214	-0.096227	0	-0.036033	-0.028988	-0.003084	0.026879	0.098065	0.071544	-0.047283	0	0.086885	0.100038	0.052939	0.041435	0.126951	0.125221	0.129103	0	0	0	0	0	0	0	0
YLR266C || PDR8	0	-0.011915	0.008626	0.067711	-0.44032	-0.605181	-0.800446	-0.945146	0	0.066894	0.022898	0.063567	0.088561	0.070565	0.023879	0.025301	0	0.084055	0.072453	0.035919	0.093074	0.012381	0.053517	0.004147	0	-0.024918	-0.020252	0.115825	0.004686	-0.025785	0.020459	0.039454	0	0.033529	0.00531	0.153757	0.060198	0.137844	0.071774	0.037274	0	0	0	0	0	0	0	0
YLR410W || VIP1	0	0.129094	0.140729	0.023468	-0.474366	-0.726012	-1.003536	-0.970034	0	0.246499	0.04075	0.199699	0.151795	0.091254	0.051885	0.154137	0	-0.161296	0.008986	-0.203546	0.060451	0.026551	-0.006842	-0.0801	0	0.037793	0.099473	0.205078	0.094625	-0.038824	0.093435	0.045765	0	0.039203	0.091715	0.16102	0.236951	0.26899	0.435543	0.446191	0	0	0	0	0	0	0	0
YNL037C || IDH1	0	-0.014795	-0.10143	-0.993529	-2.09052	-2.089615	-2.14144	-2.027397	0	0.008203	0.010837	-0.007809	0.020636	0.104581	0.072334	0.098234	0	0.018167	0.021519	0.060495	-0.073328	-0.122969	-0.077009	-0.055427	0	0.082897	0.0996	0.111807	0.209603	0.144164	0.147201	0.112775	0	-0.007933	0.02701	-0.00756	-0.142294	-0.098386	0.010671	0.309669	0	0	0	0	0	0	0	0
YCR092C || MSH3	0	0.089765	0.110518	-0.577439	-1.156017	-1.353975	-1.500688	-1.511189	0	-0.050651	-0.034776	-0.041486	-0.01542	0.071803	0.081014	0.149843	0	0.023921	0.042169	-0.219957	-0.076781	-0.130978	-0.171287	-0.219346	0	0.084861	0.080103	0.06184	0.054835	0.054277	0.031208	-0.028623	0	0.082871	0.061679	0.076731	0.022579	0.205239	0.311379	0.361802	0	0	0	0	0	0	0	0
YJR138W || IML1	0	0.032414	0.066755	-0.698598	-0.668626	-0.789776	-0.989072	-0.904923	0	0.016183	0.067243	0.071646	0.004284	0.052326	0.075644	0.07715	0	0.089723	0.031695	0.061071	0.051541	0.031094	-0.007868	0.018615	0	0.061962	0.119804	0.013185	-0.001696	0.085079	-0.038601	-0.110502	0	0.062767	0.127662	0.10281	0.151746	0.250715	0.372381	0.426343	0	0	0	0	0	0	0	0
YLR141W || RRN5	0	-0.154389	-0.094031	-0.63424	-0.9093	-0.928417	-0.852075	-0.795882	0	-0.053003	-0.015284	-0.05334	-0.091961	-0.127144	-0.116599	-0.068483	0	0.065157	-0.002451	0.231621	0.042107	0.081861	0.130465	0.205309	0	0.111644	0.091694	-0.014647	0.021654	0.025856	0.059403	-0.051019	0	-0.038816	-0.079972	0.004295	0.087314	0.307909	0.371545	0.451252	0	0	0	0	0	0	0	0
YGL125W || MET13	0	-0.052278	0.003676	-0.215403	-0.464241	-0.788047	-1.106047	-1.298993	0	0.537472	-0.013637	-0.130887	-0.052347	-0.00976	-0.061718	0.104066	0	0.070732	-0.038658	-0.255303	-0.23916	-0.335865	-0.339982	-0.355202	0	0.121438	-0.032556	0.050558	-0.13344	-0.359505	-0.298815	-0.242978	0	-0.077769	-0.141361	-0.033829	0.033461	0.207175	0.172307	0.202247	0	0	0	0	0	0	0	0
YNR001C || CIT1	0	0.062659	0.134828	0.173964	-0.208788	-0.392117	-0.665331	-0.804609	0	0.050965	0.1643	0.224611	0.077984	0.196677	0.122736	0.236341	0	-0.033346	-0.101434	0.147664	-0.078945	-0.08729	-0.140088	-0.171642	0	0.231226	0.200795	0.191528	-0.025344	-0.052705	-0.003436	-0.130715	0	0.076993	0.077555	0.111591	0.024737	0.049092	0.147619	0.257025	0	0	0	0	0	0	0	0
YCR012W || PGK1	0	0.041322	0.035383	-0.000869	-0.049931	-0.213578	-0.816862	-1.303639	0	0.077492	0.207179	0.061068	-0.033974	0.150647	0.146348	0.126056	0	0.260566	0.093231	0.224542	0.236023	0.288901	0.228844	0.132381	0	0.108853	0.195974	0.031459	-0.024859	-0.351839	-0.584323	-0.73587	0	0.009905	0.019823	0.051777	0.107877	0.40125	0.384876	0.282784	0	0	0	0	0	0	0	0
